,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
296, Gaëtan Roussel,Dis-Moi Encore Que Tu M'Aimes,rock,7vyAq4J0ca56TYWQMN727O,0.68,0.862,1,-3.877,0,0.0286,0.0292,0.7,0.0905,0.968,137.038,188173,4
297, Archimède,Le bonheur,rock,1WsPkcmKon4hQypbdtYiTo,0.732,0.671,2,-5.0,1,0.0392,0.0877,0.0,0.111,0.809,121.012,155707,4
298, Les Innocents,Apache,rock,0k6WbOgPM0GjIhd0Vxx4j3,0.717,0.934,7,-5.461,1,0.0507,0.436,0.000624,0.0734,0.65,153.055,213907,4
299, Mademoiselle K.,Jouer dehors,rock,3TVoY7A5OWdJvefHDEsfRf,0.675,0.701,9,-7.135,0,0.0457,0.167,0.0,0.119,0.599,117.887,213880,4
300, Elista,Debout,rock,7BtHv7yR6us7qkRdfyvzu5,0.602,0.788,0,-5.734,1,0.0298,0.000838,0.0032,0.197,0.627,125.045,197560,4
301, Tue-Loup,Merlin,rock,4tOr7XnGmkBV8zBwu5B7mx,0.433,0.581,4,-8.417,0,0.0269,0.0576,0.0447,0.492,0.0777,76.737,195333,4
302, Adrienne Pauly,J'veux un mec - Marlon B,rock,2r9210ixI5FD7YPopfJXnf,0.754,0.794,9,-5.139,1,0.107,0.0275,0.0,0.116,0.748,122.049,253493,4
303, Philippe Uminski,Mon Premier Amour,rock,2o2yCKpq08l85uNKUmkNp2,0.486,0.797,1,-4.562,1,0.0699,0.0984,0.0,0.164,0.459,140.141,200013,4
304, Cyril Mokaiesh,Communiste,rock,3QpuDyTolGXxkePqvD86SP,0.4,0.843,7,-5.515,0,0.0787,0.109,0.0,0.102,0.476,173.975,241720,4
305, La Maison Tellier,Sur un volcan,rock,3bFcSg0cC6ACPqavbsVcAH,0.372,0.652,7,-9.75,0,0.0404,0.424,0.00811,0.0828,0.486,110.044,184322,4
306, Frédéric Chopin Omario Baggeman Jean Baudin Clarke,"Nocturne in E Flat Major, Op. 9 No. 2: II. Andante (E Flat major)",classique,1wrnhZmN2HXPJ30QAzFLSZ,0.459,0.0829,10,-24.866,1,0.052,0.949,0.952,0.12,0.155,98.662,282355,4
307, Betoven Collection,Moonlight Sonata (1st Movement),classique,1LNqr2FALBNFX1smNJcKD2,0.262,0.0167,1,-29.46,0,0.0533,0.994,0.908,0.143,0.114,79.842,314305,3
308, Betoven Collection,Für Elise,classique,0dQZmVKzYF3F9W64ESs8h4,0.263,0.127,9,-25.092,0,0.0423,0.98,0.849,0.109,0.0906,140.442,172980,4
309, Frédéric Chopin Maximilian Oberroither,"Nocturne in C-sharp minor, B.49 : Lento con gran espressione",classique,73FM6KfVTjgUUEyH6NqDBd,0.345,0.00721,6,-29.185,0,0.0493,0.988,0.951,0.109,0.174,129.047,234548,4
310, Claude Debussy Omario Baggeman Jean Baudin Clarke,"Suite Bergamasque, L. 75: III. Clair de lune",classique,6GXPVW6kZNqhgKmFv2HnuV,0.458,0.00626,1,-22.566,1,0.0524,0.992,0.934,0.0838,0.0659,69.053,299445,3
311, Frédéric Chopin Maximilian Oberroither,"Waltzes in C-sharp minor, Op.64: II. Tempo giusto",classique,69JxLSmBK4u134IDyO2zUJ,0.253,0.105,1,-23.526,0,0.0432,0.982,0.932,0.447,0.203,128.312,240682,3
312, Yann Tiersen Jean Baudin Clarke,"Comptine d`un autre ete, l`apres-midi",classique,6t26lJyF9QkbHzUMI5k3Fd,0.386,0.0455,4,-21.716,0,0.0474,0.978,0.925,0.0926,0.332,191.854,134490,4
313, Betoven Collection,Moonlight Sonata (3rd Movement),classique,7wyOeWMb8aiR2qjdCEEYZJ,0.242,0.193,9,-23.566,1,0.037,0.968,0.862,0.105,0.113,155.866,427247,4
314, Ryan Tenner,River Flows In You,classique,6O4MAAXOQ7mmLFpHqi7kMU,0.344,0.121,9,-23.438,1,0.0527,0.936,0.896,0.103,0.0923,139.318,180249,4
315, Johann Pachelbel Omario Baggeman Jean Baudin Clarke,"Canon and Gigue in D major, P.37: I. Canon",classique,0U8QSYMw4xJTNM8IaP6PnD,0.401,0.0455,2,-22.912,1,0.0538,0.987,0.94,0.0831,0.112,130.349,187246,4
316, Maximilian Oberroither,La Valse d'Amélie,classique,59d6uevB0QGLjUilTex8Qn,0.243,0.0848,0,-19.873,1,0.04,0.987,0.947,0.0692,0.0826,173.96,150881,1
317, Franz Liszt Omario Baggeman Jean Baudin Clarke,"Liebesträume, S.541 ""Liebestraum"": III. Oh Lieb, so lang du lieben kannst",classique,70xgYbOQxi9XRbf7c7LwIZ,0.268,0.039,8,-23.718,1,0.0541,0.98,0.911,0.101,0.0369,77.043,263036,3
318, Franz Schubert Franz Liszt Maximilian Oberroither,"Ständchen in D Minor, S. 560 (Trans. from Schwanengesang No. 4, D. 957)",classique,53gjVXIaYliSNUlvamzcPp,0.421,0.023,2,-27.725,1,0.0415,0.995,0.944,0.112,0.152,133.314,225417,4
319, Erik Satie Omario Baggeman Jean Baudin Clarke,3 Gymnopédies: Gymnopédie No.1,classique,5iPeralcsBvYAVKvCWPEAt,0.685,0.00832,7,-30.099,1,0.0693,0.992,0.956,0.103,0.351,72.993,192447,3
320, Maurice Ravel Maximilian Oberroither,"Pavane pour une infante défunte, M. 19",classique,3pA7cZpRMiPMwQIJUnWRrj,0.502,0.0196,4,-26.013,0,0.065,0.993,0.936,0.0889,0.125,131.522,354477,4
321, Robert Schumann Maximilian Oberroither,"Kinderszenen in F Major, Op.15: VII. Träumerei",classique,0BJpqDSyXSlIPFvwuOK3Wv,0.503,0.00375,5,-34.903,1,0.0721,0.995,0.962,0.0709,0.427,67.073,168649,4
322, Franz Liszt Maximilian Oberroither,"Grandes études de Paganini Etude in G Sharp minor, S.141: III. La Campanella",classique,2St2m1RskZmhzWUCp4ucPw,0.34,0.247,8,-23.743,0,0.0451,0.982,0.901,0.122,0.453,90.604,286480,4
323, Felix Mendelssohn Maximilian Oberroither,"Lieder ohne Worte in F-Sharp Minor, Op.67: II. Allegro leggiero",classique,1onpBEdjVNDuJofNbduon1,0.455,0.184,6,-23.324,0,0.0481,0.986,0.933,0.106,0.506,172.411,118169,3
324, Claude Debussy Maximilian Oberroither,"2 Arabesques in E-Major, L.66: I. Andantino con moto",classique,57eaF9LgQO2epyhtcYQa5z,0.292,0.0459,4,-27.281,1,0.046,0.981,0.925,0.113,0.139,129.434,242331,3
325, Alexandra Steliski Jean Baudin Clarke,Plus Tôt,classique,3amF9qc8806rmprCbt8rpp,0.402,0.0912,2,-24.584,1,0.0471,0.937,0.925,0.105,0.159,133.43,170156,1
326, Claude Debussy Maximilian Oberroither,"Rêverie, L. 68",classique,542GUvNpIGlwYXDbjsT5UW,0.302,0.0143,4,-29.09,1,0.0424,0.989,0.942,0.0845,0.117,69.294,305498,3
327, Ludovico Einaudi Jean Baudin Clarke,Una Mattina,classique,1uNGBc7tjVyVOMu8y0tcCj,0.244,0.0294,9,-30.31,0,0.0525,0.989,0.905,0.0886,0.055,120.287,211023,4
328, Wolfgang Amadeus Mozart Maximilian Oberroither,"Piano Sonata No.11 in A-Major, K.331/300i: III. Alla Turca",classique,70fNVvnVv4J1PcQJsi0D0v,0.582,0.258,9,-16.248,1,0.0569,0.966,0.887,0.119,0.771,132.355,206500,4
329, Felix Mendelssohn Maximilian Oberroither,"Lieder ohne Worte in F-Sharp Minor, Book 2 Op.30 ""Venetianisches Gondellied"": VI. Allegretto tranquillo",classique,0BNzTF7piaXxPQhucFMEuA,0.311,0.0561,6,-22.707,0,0.0437,0.981,0.933,0.118,0.117,86.917,193167,3
330, Ludwig van Beethoven Maximilian Oberroither,"Rondo a capriccio in G Major, Op.129: Die Wut über den verlorenen Groschen",classique,7F1ny89lDLYuY7Ua3LDjcA,0.287,0.183,7,-18.77,1,0.0364,0.98,0.93,0.119,0.351,74.83,371734,4
331, Ludwig van Beethoven Maximilian Oberroither,"Piano Sonata No.17 in D Minor, Op.31 No.2 ""The Tempest"": III. Allegretto",classique,362v1xIk2anDa2PLv0shcg,0.345,0.421,7,-17.198,0,0.0401,0.964,0.896,0.133,0.623,97.992,453367,1
332, Ludovico Einaudi Jean Baudin Clarke,Nuvole Bianche,classique,2GRXu9e3E1h2xiCXUeOzuP,0.273,0.154,8,-22.449,1,0.0669,0.979,0.928,0.109,0.0384,120.052,319507,3
333, Johann Sebastian Bach Omario Baggeman Jean Baudin Clarke,"Orcherstral Suite No.3 in D major, BWV 1068: II. Air",classique,5Nb7LxV9voRG5uNr72Hiwj,0.578,0.13,2,-21.025,1,0.0613,0.987,0.952,0.0783,0.366,134.008,262293,4
334, Ludwig van Beethoven Maximilian Oberroither,"Piano Sonata No.21 in C Major, Op.53 ""Waldstein"": I. Allegro con brio",classique,7qghQ3RlCC0BXa3gwD9iJi,0.18,0.0915,0,-24.289,1,0.0316,0.971,0.941,0.143,0.0782,75.434,619935,4
335, Franz Liszt Maximilian Oberroither,"Hungarian Rhapsody No.2 in C Sharp Minor, S.244/2",classique,0dxduPNKKthcQxzPZEPk05,0.32,0.144,1,-20.772,1,0.0557,0.985,0.91,0.109,0.137,79.855,565768,4
336, Sergei Rachmaninoff Maximilian Oberroither,"Morceaux de fantaisie in C-Sharp Minor, Op.3: II. Prelude",classique,6QkV6BahHhv0zjQ3zKLg1r,0.477,0.0299,6,-24.55,0,0.091,0.995,0.953,0.102,0.111,78.962,214721,4
337, Wolfgang Amadeus Mozart Maximilian Oberroither,"Piano Sonata No.16 in C major, K.545 ""Sonata facile"": I. Allegro",classique,557OZa2yJhNQp5Bv12GKhZ,0.287,0.0701,0,-25.355,1,0.0388,0.978,0.926,0.128,0.433,128.195,278768,4
338, Felix Mendelssohn Maximilian Oberroither,"Lieder ohne Worte in E-Minor, Op. 19 ""Sweet Remembrance"": I. Andante con moto",classique,5OheM4dT5kwlgoaNnL5Dgd,0.395,0.0558,11,-23.324,1,0.0364,0.992,0.929,0.0937,0.303,93.031,168220,4
339, Johann Sebastian Bach Omario Baggeman Jean Baudin Clarke,"Prelude and Fugue in C major, BWV 846 ""Das wohltemperierte Klavier The Well Tempered Piano"": Book 1. Prelude",classique,6yZjW6jJmpUnrRhYqRWB3O,0.196,0.0214,1,-33.554,1,0.0435,0.992,0.874,0.0971,0.0845,125.186,142663,4
340, Ludwig van Beethoven Maximilian Oberroither,"Piano Sonata No.8 in C Minor, Op.13 ""Pathétique"": I. Grave - Allegro di molto e con brio",classique,6bvohMRq4PWppPq6PtLSJo,0.388,0.113,0,-21.588,0,0.0658,0.978,0.899,0.107,0.084,79.416,427029,4
341, Ludwig van Beethoven Maximilian Oberroither,"Piano Sonata No.8 in C Minor, Op.13 ""Pathétique"": II. Adagio Cantabile",classique,0U9RP9AtlHdyBOBKAw1Hhl,0.4,0.00752,8,-30.275,1,0.0465,0.995,0.939,0.118,0.118,132.976,271797,4
342, Ludwig van Beethoven Maximilian Oberroither,"Piano Sonata No.8 in C Minor, Op.13 ""Pathétique"": III. Rondo (Allegro)",classique,6K64ZB0gTApGygfzVyE1Gh,0.402,0.0901,0,-23.743,0,0.045,0.987,0.917,0.124,0.178,99.621,279406,3
343, Nikolai Rimsky-Korsakov Maximilian Oberroither,"The Tale of Tsar Saltan, Op. 57 ""Flight of the Bumblebee""",classique,3JAvgDP5wMtZNYdLc71Ipy,0.416,0.208,9,-20.437,1,0.0334,0.985,0.973,0.273,0.279,69.808,62016,4
344, Erik Satie Danica Binx Gerard Tahaud,Gnossienne: I. Lent,classique,7s2LRlQznQba27yRFiuq3y,0.448,0.0149,5,-24.484,0,0.0552,0.995,0.963,0.0994,0.173,79.987,248917,4
345, Erik Satie Danica Binx Gerard Tahaud,Gnossienne: II. Avec étonnement,classique,0BLV91AHFIInJwY8WUXwH9,0.493,0.00784,2,-24.845,0,0.0643,0.996,0.964,0.12,0.0706,92.541,172370,4
346, Erik Satie Danica Binx Gerard Tahaud,Gnossienne: III. Lent,classique,653NitGZ4pRUnlkBtRr33n,0.4,0.0301,9,-24.711,0,0.0734,0.995,0.962,0.105,0.129,142.155,196090,4
347, Erik Satie Danica Binx Gerard Tahaud,Jeu te veux,classique,16MoFbm3bnW8IHfssDzefa,0.317,0.0566,0,-21.736,1,0.0507,0.991,0.943,0.0871,0.225,74.454,324000,4
348, Franz Schubert Danica Binx Gerard Tahaud,"4 Impromptus in G Flat Major, D.899: III. Andante",classique,7wK5CRJM8icoiKJLWrYcNz,0.0885,0.0406,6,-25.52,1,0.0392,0.983,0.913,0.109,0.0713,60.577,352474,4
349, Franz Schubert Danica Binx Gerard Tahaud,"4 Impromptus in A-Flat major, D.899: IV. Allegretto",classique,0i3xrAT0dj7T9Yi9cSlmJl,0.291,0.0238,8,-25.26,1,0.0359,0.986,0.933,0.111,0.137,135.697,422433,4
350, Frédéric Chopin Danica Binx Gerard Tahaud,"Fantaisie-impromptu in C-Sharp Minor, Op.66",classique,2GeVven1f0Nfb4MzKcswg0,0.132,0.0411,1,-25.118,1,0.037,0.987,0.912,0.107,0.0779,74.486,281913,4
351, Alexander Scriabin Danica Binx Gerard Tahaud,"3 Pieces in C sharp minor, Op.2: I. Etude",classique,1bc5B8sU4u8UgHNJIXAoJZ,0.447,0.014,1,-26.773,0,0.0537,0.996,0.937,0.0916,0.116,103.388,172452,3
352, Frédéric Chopin Danica Binx Gerard Tahaud,"Waltzes in D flat major, Op.64 ""Minuet Waltz"": I. Molto vivace",classique,1dm7qjgPhjft5bZqbHJBzm,0.238,0.153,1,-20.318,1,0.0382,0.983,0.93,0.166,0.313,112.005,121522,3
353, Christian Petzold Danica Binx Gerard Tahaud,"Minuet in G major, BWV Anh.114",classique,3Z8jTUtARyeJfELMZA0gJD,0.467,0.0787,7,-24.348,1,0.0555,0.993,0.921,0.16,0.616,125.548,96481,3
354, Antonín Dvořák Danica Binx Gerard Tahaud,"Serenade for Strings in E Major, Op. 22 B. 52: II. Tempo di valse",classique,6dMV8s6a3EjyH2n8rBVgEV,0.322,0.0347,9,-25.041,1,0.0488,0.992,0.941,0.102,0.286,162.969,399517,3
355, Edvard Grieg Danica Binx Gerard Tahaud,"Peer Gynt Suite No.1, Op.46: I. Morning Mood",classique,0eq9dxnxCDGgBRErdlQTBa,0.434,0.0502,4,-23.122,1,0.0422,0.988,0.941,0.122,0.0671,134.525,246354,4
356, Franz Liszt Danica Binx Gerard Tahaud,"Consolations, S.172: III. Lento placido",classique,5lYX237Cg4zi1ze2hbqA3y,0.477,0.00433,1,-29.008,1,0.0397,0.991,0.925,0.145,0.179,173.602,271020,3
357, Wolfgang Amadeus Mozart Danica Binx Gerard Tahaud,"Piano Sonata No.12 in F major, K.332/300k: II. Adagio",classique,7ml18jJ5MgtuKz13BzoxdG,0.515,0.0579,10,-26.026,1,0.0476,0.993,0.951,0.125,0.33,138.697,280756,4
358, Wolfgang Amadeus Mozart Danica Binx Gerard Tahaud,"Piano Concerto No.21 in C Major, K.467 ""Elvira Madigan"": II. Andante",classique,718v1nVNQfiJoNP7o01hIP,0.277,0.0489,5,-23.307,1,0.0521,0.991,0.921,0.127,0.0875,191.816,380338,3
359, Pyotr Ilyich Tchaikovsky Danica Binx Gerard Tahaud,"The Nutcracker in E Minor, Op.71a ""Dance of the Sugar Plum Fairy"": II. Danses caractéristiques b) Danse de la Fée-Dragée. Andante ma non troppo",classique,7oilAebemSj7MXPCf5ZgI2,0.804,0.266,4,-17.637,0,0.0915,0.911,0.8,0.0644,0.49,119.996,108715,4
360, Maurice Ravel Danica Binx Gerard Tahaud,"Piano Concerto in G major, M.83: II. Adagio assai",classique,65Ds8OFHgjlbWopjIChArh,0.554,0.0629,4,-24.605,1,0.0482,0.985,0.941,0.103,0.0374,135.896,580103,4
361, Robert Schumann Franz Liszt Danica Binx Gerard Tahaud,"Liebeslied (Widmung), S. 566",classique,2f1wxfeVu5NYugFBUa68vy,0.297,0.0548,8,-22.765,1,0.0358,0.992,0.935,0.105,0.0608,67.276,196432,3
362, Johannes Brahms Danica Binx Gerard Tahaud,"21 Hungarian Dances in F-Sharp Minor, WoO 1: V. Allegro",classique,7uIopsPJ0239j7tMcfxTiz,0.466,0.0266,6,-25.925,0,0.0445,0.986,0.911,0.101,0.413,131.285,114408,4
363, Johannes Brahms Danica Binx Gerard Tahaud,"6 Klavierstücke in A Major, Op.118: II. Andante teneramente",classique,0fJvB9KeBF783rfRsvoJoG,0.509,0.0108,9,-25.541,1,0.0629,0.994,0.963,0.0907,0.386,122.03,395938,4
364, Johannes Brahms Danica Binx Gerard Tahaud,"5 Lieder in E-Flat Major, Op.49: IV. Wiegenlied",classique,4Grxm5wHr4uOQuHHYeU3hJ,0.697,0.064,3,-31.895,1,0.0618,0.996,0.967,0.122,0.747,128.056,102187,3
365, Frédéric Chopin Danica Binx Gerard Tahaud,"Études in A Minor, Op.25 ""Winter Wind"": XI. Étude",classique,3AtRoqUxRqAXsJqfwPHkUy,0.282,0.184,9,-19.767,0,0.0326,0.919,0.884,0.0975,0.127,102.042,175618,4
366, Frédéric Chopin Danica Binx Gerard Tahaud,"Piano Sonata No.2 in B-Flat Minor, Op.35 ""Funeral March"": III. Marche funèbre",classique,3Tn3xWY0nbKm1YzsUj3ayC,0.486,0.0138,10,-25.543,0,0.0499,0.993,0.943,0.0986,0.143,133.275,451794,4
367, Frédéric Chopin Danica Binx Gerard Tahaud,"Polonaise in A-Flat Major, Op.53",classique,2yh2Bz1TedP0ajaHL2DzrO,0.288,0.0803,8,-22.04,1,0.0329,0.986,0.915,0.124,0.167,103.096,354697,3
368, Frédéric Chopin Danica Binx Gerard Tahaud,"Preludes in E Minor, Op.28: IV. Largo",classique,0I467Psshd7B9NIT4n9fkU,0.369,0.0148,0,-32.847,1,0.0967,0.994,0.961,0.0751,0.0328,112.453,118380,4
369, Frédéric Chopin Danica Binx Gerard Tahaud,"Nocturne in E Minor, Op.72: I. Andante",classique,7bVmjdzXJ43buCgEQZuhCn,0.348,0.00635,11,-25.114,1,0.0473,0.989,0.962,0.0921,0.118,70.623,304425,3
370, Frédéric Chopin Danica Binx Gerard Tahaud,"Preludes in D-Flat Minor, Op.28 ""Raindrop"": XV. Prelude",classique,5eNRLFX3rhqtuVWD8pHGGT,0.286,0.00542,1,-31.764,1,0.0561,0.995,0.961,0.156,0.138,169.026,274915,4
371, Frédéric Chopin Danica Binx Gerard Tahaud,"Preludes in B Minor, Op.28: XI. Prelude",classique,6br3CZxAs0ehQYJHDEFpSW,0.537,0.0554,7,-28.796,1,0.0762,0.995,0.966,0.0933,0.346,95.78,99935,4
372, Pyotr Ilyich Tchaikovsky Danica Binx Gerard Tahaud,"The Seasons, Op.37a: VI. June-Barcarolle",classique,2VvfbYspMx0yGqmIAqQNpI,0.258,0.0382,7,-24.811,0,0.0615,0.993,0.919,0.0902,0.0887,67.503,256778,5
373, Claude Debussy Danica Binx Gerard Tahaud,"2 Arabesques in G Major, L. 66: II. Allegretto scherzando",classique,4Vspn656FeljEH1HBUAZtk,0.463,0.0433,7,-25.746,1,0.0482,0.992,0.901,0.0908,0.358,138.875,202869,4
374, Claude Debussy Danica Binx Gerard Tahaud,"Préludes, Livre 1 L. 117: VIII. La fille aux cheveux de lin",classique,5DteDervqiUZgqq0t0MAJV,0.451,0.00585,6,-27.363,1,0.0613,0.993,0.941,0.0686,0.0916,136.963,172866,3
375, Betoven Collection,Waldstein (1st Movement),classique,28YrbqKDaKBngAHHqm7GIN,0.173,0.235,0,-24.187,1,0.034,0.942,0.93,0.0769,0.195,157.446,617465,4
376, Betoven Collection,Waldstein (2nd Movement),classique,0IQ8pQfVj4Xch8gRU7pxKf,0.517,0.0049,0,-30.131,1,0.092,0.989,0.894,0.0776,0.0768,134.695,181301,1
377, Betoven Collection,Waldstein (3rd Movement),classique,6ExowkcIBzX1MfleYpxr3H,0.55,0.117,0,-24.503,1,0.0341,0.964,0.925,0.111,0.0874,114.994,567681,4
378, Betoven Collection,Appassionata (1st Movement),classique,6QZDdzBlKBmBTCVto8ssxF,0.213,0.065,5,-27.345,0,0.0346,0.949,0.872,0.0949,0.0433,179.104,530530,3
379, Betoven Collection,Appassionata (2nd Movement),classique,21Q626ue3X562aanSY6CiP,0.338,0.0205,1,-26.013,1,0.0457,0.994,0.871,0.104,0.106,92.041,381179,4
380, Betoven Collection,Appassionata (3rd Movement),classique,08TwDVzVc4BfE25rKDTTEs,0.373,0.153,5,-27.555,0,0.0367,0.976,0.937,0.113,0.0827,77.214,445823,4
381, Betoven Collection,Les Adieux (1st Movement),classique,79IlJCeKRnNSd0Riu0H2MO,0.599,0.063,3,-27.104,1,0.0395,0.985,0.877,0.14,0.142,89.014,417588,4
382, Betoven Collection,Les Adieux (2nd Movement),classique,6XKSTfSFEQl5PVTLEBQuEV,0.671,0.0496,7,-28.797,1,0.0495,0.991,0.906,0.0793,0.131,62.016,164955,4
383, Betoven Collection,Les Adieux (3rd Movement),classique,4IC76kL1KQHhmNoyrF2qPw,0.578,0.14,10,-24.652,1,0.0334,0.985,0.903,0.118,0.332,121.983,263779,4
384, Felix Mendelssohn Danica Binx Gerard Tahaud,"Lieder ohne Worte, Op.62: IV. Allegro con anima",classique,7n5bQsTQ5GA1BATie7hqL0,0.366,0.039,7,-28.776,1,0.0572,0.994,0.959,0.107,0.26,139.548,77630,4
385, Michael Nyman,The Heart Asks Pleasure First,classique,4RW7EZi7SHSLRwvn1Q8Mqj,0.166,0.263,9,-18.907,0,0.0357,0.972,0.92,0.124,0.41,177.408,96560,3
386, Dario Marianelli Jean-Yves Thibaudet,"A Postcard to Henry Purcell - From ""Pride & Prejudice"" Soundtrack",classique,1Pz4QbS8ls7h1JLDprmjZN,0.209,0.0199,5,-26.368,1,0.0475,0.974,0.674,0.126,0.567,84.93,159453,3
387, Toygar Işıklı,Aşk-ı Memnu Jenerik Müziği,classique,62SHtgv66Mo9BeSGondc8k,0.386,0.571,7,-7.567,0,0.0349,0.00568,0.881,0.138,0.194,152.112,100566,3
388, Igor Stravinsky Gérard Poulet Noël Lee,Tango pour violon et piano,classique,121ZUhSS238Tu0eccc98ux,0.464,0.107,2,-19.4,0,0.0326,0.985,0.0836,0.078,0.39,108.921,186333,4
389, Felix Mendelssohn Daniel Harding Renaud Capuçon Mahler Chamber Orchestra,"Mendelssohn: Violin Concerto No. 2 in E Minor, Op. 64: I. Allegro molto appassionato",classique,4rv4IGP97XmEEzWAKmO1n3,0.302,0.144,4,-17.926,0,0.0458,0.965,0.196,0.182,0.138,101.223,767187,4
390, Gabriel Fauré Renaud Capuçon Michel Dalberto,"Fauré: Berceuse, Op. 16",classique,1FTZArygTINdpZhFDHnNbo,0.22,0.0294,2,-25.532,1,0.0527,0.986,0.00477,0.0757,0.122,132.712,219129,4
391, Pyotr Ilyich Tchaikovsky Renaud Capuçon Jerome Ducros,"Tchaikovsky: Valse sentimentale in F Minor, Op. 51 No. 6",classique,7xqwLNI5x1aKcJBmS86Cz9,0.292,0.0393,5,-28.341,0,0.0615,0.961,0.000956,0.114,0.167,100.326,208613,1
392, Erik Satie Olga Scheps,Je te veux,classique,2qZePoxz5PZ07LiUr8ofWw,0.406,0.0376,0,-24.348,1,0.0387,0.996,0.934,0.105,0.203,95.835,335280,3
393, Vittorio Monti Edgar Moreau Pierre-Yves Hodique Basil Cameron Philharmonia Orchestra,Monti: Csárdás,classique,4qmB6KgS5KlAD0t8pOStWh,0.272,0.128,2,-21.935,1,0.045,0.986,0.602,0.0785,0.182,85.274,289933,4
394, Mark Eliyahu,Humbleness,classique,0b75Zuqy9hO631MUAhW6JA,0.517,0.407,0,-5.88,0,0.033,0.792,0.0129,0.113,0.464,120.241,248372,4
395, Ji Pyeong Kwon,Sad Romance (A.K.A. Sad Violin),classique,0m5kdGuPwbTLBM3hWkLd1D,0.122,0.229,9,-11.789,0,0.0493,0.92,0.0612,0.0957,0.0748,74.381,276013,3
396, John Williams Itzhak Perlman Boston Symphony Orchestra,Theme From Schindler's List,classique,3DzMT13HJV7EsbVbNZZJZQ,0.117,0.134,2,-24.162,0,0.0415,0.864,0.838,0.0977,0.0769,83.83,255160,3
397," Angèle Dubeau, Rachèle Laurin",Adagio (Albinoni),classique,40H1lAqW9Fck7KZrmXlovD,0.0615,0.064,0,-25.954,0,0.0454,0.783,0.911,0.36,0.0347,58.748,497400,3
398, Johann Pachelbel Music Lab Collective Valentina Lisitsa,"Canon in D Major, P.37",classique,6A6vSsLkXoTJZ8cA4vtznl,0.404,0.125,2,-17.933,1,0.0434,0.988,0.937,0.113,0.227,106.399,288853,4
399, Abel Korzeniowski,Satin Birds,classique,3zOoOCM5wUe8lWeFHGl5nD,0.415,0.129,0,-19.005,0,0.0355,0.965,0.773,0.102,0.122,130.178,269600,3
400, Carter Burwell,Medieval Waters,classique,4JVRdnTQ0OIGLA3wnvk0I8,0.173,0.115,7,-20.528,0,0.0412,0.885,0.825,0.102,0.143,62.401,99720,3
401, Shigeru Umebayashi,Yumeji's Theme - Theme from 'in the Mood for Love',classique,0yVq58uQ2Bp2OVADYlLHNk,0.502,0.22,0,-10.934,0,0.0291,0.95,0.639,0.0982,0.224,129.296,150587,3
402, Franz Schubert Andreas Staier Daniel Sepec Roel Dieltiens,"Trio pour piano et violoncelle en Mi Bémol Majeur, D. 929, Op. 100: II. Andante con moto",classique,00zJDVXhQvGixkoMC45crr,0.305,0.0289,0,-22.509,0,0.0337,0.979,0.257,0.0881,0.0913,95.851,567733,4
403, Johann Sebastian Bach Pablo Casals,"Bach: Cello Suite No. 1 in G Major, BWV 1007: I. Prélude",classique,270Oy4Tf4CcKO0840vA3nk,0.168,0.168,7,-18.908,1,0.052,0.946,0.859,0.441,0.333,84.236,148440,4
404, The Trouble Notes,Grand Masquerade,classique,3mXqWdXOkn4Vc4kWWvGpJ3,0.569,0.942,11,-4.405,0,0.14,0.0342,0.347,0.336,0.525,144.931,251204,4
405, Itzhak Perlman Samuel Sanders,The Devil's Trill,classique,6b6EmPElw09fWyaY7yzo5N,0.326,0.15,7,-17.046,0,0.0406,0.985,0.125,0.115,0.236,95.688,872420,4
406, Time For Three,Toxic / Vivaldi Summer,classique,6xjsusLOrqd3DLMLdLEwXk,0.336,0.316,8,-14.251,1,0.0533,0.253,0.0807,0.24,0.359,161.223,229733,4
407, David Arnold Michael Price,Who You Really Are,classique,24xTylaPWS5iVVCxwTTkcv,0.224,0.273,9,-15.592,0,0.0558,0.237,0.905,0.0867,0.126,129.479,155773,4
408, David Arnold Michael Price,Irene's Theme,classique,7sDlvq7J4Y9rpSnRa02fo7,0.382,0.0399,2,-19.078,0,0.0439,0.993,0.0576,0.0648,0.724,88.768,42933,4
409, Franz Schubert Laura Sullivan Wojtek Slawinski,"Schwanengesang, D.957: No. 4, Ständchen - Arr. for Cello and Piano",classique,0Lr47DzXRucrac3P4jLwN2,0.131,0.0341,2,-23.782,1,0.0401,0.938,0.901,0.112,0.101,181.04,448024,4
410, Sumak Trio,Violin Taksim,classique,5l2bgty5AbRE1MWgkq4JHn,0.313,0.0678,0,-18.635,1,0.0525,0.991,0.584,0.127,0.347,97.379,247507,4
411, Ramin Djawadi,Light of the Seven,classique,6iLzFJhs4ATwJn7P1utZIJ,0.273,0.102,0,-16.843,0,0.0494,0.903,0.721,0.268,0.0583,120.378,589095,4
412, George Frideric Handel Alexander Briger Academy of St. Martin in the Fields,"Handel / Orch. Hale: Keyboard Suite in D Minor, HWV 437: III. Sarabande",classique,1upQiytDIEZfl9ItruoXuC,0.204,0.0331,2,-24.044,0,0.0487,0.927,0.825,0.0954,0.0547,116.2,207267,3
